Year,Discipline,SG_AREA,TX_COR,CO_PROOF,Question_Number,Question_Text,Skill_Number
2020,Mathematics and its Technologies,MT,BLUE,695,142,"For his 17th birthday party, the birthday boy will invite 132 people. He will invite 26 women more than the number of men. The company hired to hold the party will charge R$50.00 per male guest and R$45.00 per female guest. How much will this birthday boy have to pay, in reais, to the contracted company, for the number of men invited to his party? ## A ## B ## C ## D ## E 2 385.00 2 650.00 3 300.00 3 950.00 5 300.00",21
2020,Mathematics and its Technologies,MT,BLUE,695,143,"Based on the Universal Law of Gravitation, proposed by Isaac Newton, the weight of an object on the surface of an approximately spherical planet is directly proportional to the mass of the planet and inversely proportional to the square of the radius of that planet. The mass of the planet Mercury is approximately the mass of the Earth and its radius is approximately weight W. of the radius of the Earth. Consider an object that, on Earth's surface, has The weight of that object on Mercury's surface will be equal to ## A ## B ## C ## D ## E",15
2020,Mathematics and its Technologies,MT,BLUE,695,144,"The chart shows a company's income and expenses for the months of July through November of a year. The financial result, obtained by the difference between revenue and expense, can be positive (profit) or negative (loss). Knowing that the month of December is, in general, of better sales, the owner of the company makes a forecast that the revenue in that month will have an increase, in relation to the previous month, with the same growth rate occurred from September to October, and that expenses will remain the same as in November. If the company owner's predictions are confirmed, the financial result to be obtained in the semester from July to December will be a ## A ## B ## C ## D ## E loss of R$ 2,650.00. loss of BRL 850.00. profit of BRL 7 150.00. profit of BRL 5,950.00. profit of BRL 350.00.",24
2020,Mathematics and its Technologies,MT,BLUE,695,145,"It is common for cooperatives to sell their products to different establishments. A dairy cooperative destined 4 m3 of milk, of the total produced, for analysis in a laboratory in the region, equally separated into 4,000 packages of the same capacity. What is the volume of milk, in milliliters, contained in each carton? ## A ## B ## C ## D ## E 0.1 1.0 10.0 100.0 1 000.0",10
2020,Mathematics and its Technologies,MT,BLUE,695,146,"Predicting the population dynamics of a country is extremely important, because with this knowledge, public policies in health, education, housing and infrastructure can be implemented without delay and efficiently. The solid line in the graph shows the evolution of the Brazilian population from 1950 to 2010, and the extrapolation (forecast) until the year 2050, represented by the dashed line, was made based on demographic censuses carried out until 2010. that an increase in population is observed is Source: IBGE. Projection of the population of Brazil, 2010. ## A ## B ## C ## D ## E 1950 to 2010. 1950 to 2040. 1950 to 2050. 2010 to 2040. 2040 to 2050.",20
2020,Mathematics and its Technologies,MT,BLUE,695,147,"monthly water bill is made up of a fixed fee, regardless of the expense, plus a portion relating to water consumption, in cubic meters. The graph relates the invoice value with the volume of water used in a residence in November, representing a semi-line. It is observed that, in that month, there was a consumption of 7 m3 of water. It is known that, in December, the consumption of water in this residence, in cubic meters, doubled in relation to the previous month. The bill for consumption in the month of December at this residence was ## A ## B ## C ## D ## E greater than R$ 65.00 and less than R$ 70.00. greater than R$ 80.00 and less than R$ 85.00. greater than R$ 90.00 and less than R$ 95.00. greater than BRL 95.00. less than BRL 55.00.",25
2020,Mathematics and its Technologies,MT,BLUE,695,148,"One person owned a lot with an area of 300 m2. He built his house there, using 70% of the plot for construction of the residence and the rest for the leisure area. Later, he acquired a new lot next to his house and, with that, he now has a land formed by the two lots, whose area measures 420 m2. He then decided to expand the house, in such a way that it occupied at least 60% of the land area, with the remainder being used for leisure. The maximum increase that the region to be destined to the leisure area on the land can have, in relation to the area that was used for leisure in the original lot, in square meters, is ## A ## B ## C ## D ## E 12 48 78 138 168",13
2020,Mathematics and its Technologies,MT,BLUE,695,149,"sports association hired a specialized company to build a soccer field, rectangular in shape, with a perimeter of 250 meters. A plan for this field was prepared on a scale of 1 : 2 000. On the plan, the measure of the perimeter of the soccer field, in meters, is ## A ## B ## C ## D ## E 0.0005. 0.125. 8, 250, 500,000.",11
2020,Mathematics and its Technologies,MT,BLUE,695,150,"company wants to build a residential building with 12 floors, on a rectangular lot with sides measuring 22 and 26 m. Walls will be built on 3 of the sides of the lot. The front of the building will be on the shortest length side of the lot. It is known that on each floor 32 m2 will be allocated to the common area (entrance hall, elevators and stairs), and the rest of the area will be allocated to housing units. Current legislation requires that buildings be constructed keeping minimum distances from the limits of the lots where they are located. In compliance with the legislation, the building will be 5 m away from the street where it will have its entrance, 3 m away from the wall at the back of the lot and 4 m away from the walls on the sides of the lot, as shown in the figure. The total area, in square meters, allocated to the housing units in that building will be ## A ## B ## C ## D ## E 2 640. 3 024. 3 840. 6 480. 6 864.",12
2020,Mathematics and its Technologies,MT,BLUE,695,151,"The real earnings on a wage, r, is the growth rate of the purchasing power of that wage. It is calculated from the percentage of salary increase and the inflation rate, referred to the same period. Algebraically, real earnings can be calculated using the formula in which i is the percentage increase in wages and f is the inflation rate, both referring to the same period. Consider that a category of workers received a proposal for a 10% wage increase, and that the inflation rate for the corresponding period was 5%. To evaluate the proposal, the workers created a classification according to the real earnings according to the chart. They ranked the increase proposal and justified this ranking by presenting the value of the real gain they would obtain. The classification, with its respective justification, was ## A ## B ## C ## D ## E unacceptable, because the real gain would be closer to – 5%. bad, because the real gain would be closer to 1.05%. regular, because the real gain would be closer to 4.7%. good, because the real gain would be closer to 9.5%. good, because the real gain would be closer to 5%.",17
2020,Mathematics and its Technologies,MT,BLUE,695,152,"company evaluated the five best-selling cell phones (T1, T2, T3, T4 and T5) in the last year, in the items: camera, cost-effectiveness, design, battery performance and screen, represented by I1, I2, I3 , I4 and I5, respectively. The company assigned scores from 0 to 10 for each evaluated item and organized these scores in a matrix A, where each element aij means the score given by the company to the device Ti in item Ij. The company considers that the best cell phone device is the one that obtains the highest sum of the scores obtained in the five evaluated items. Based on this information, the cell phone that the company has rated the best is the ## A ## B ## C ## D ## E ## T1. ## T2. ## T3. ## T4. ## T5.",4
2020,Mathematics and its Technologies,MT,BLUE,695,153,"Consider the crane shown in the figures, in two positions (1 and 2). In position 1, the movement arm forms a right angle with the steel cable CB that supports a metallic sphere at its lower end. In position 2, the crane raised its movement arm and the new angle formed between the arm and the steel cable ED, which supports the metallic ball, is now equal to 60°. Assume that points A, B and C, in position 1, form triangle T1 and that points A, D and E, in position 2, form triangle T2, which can be classified as obtuse, rectangular or acute, and also in equilateral, isosceles or scalene. According to the aforementioned classifications, triangles T1 and T2 are identified, respectively, as ## A ## B ## C ## D ## E scalene rectangle and isosceles rectangle. scalene acutangle and isosceles rectangle. scalene rectangle and scalene acutangle. scalene acutangle and equilateral acutangle. scalene rectangle and equilateral acutangle.",7
2020,Mathematics and its Technologies,MT,BLUE,695,154,"Styrofoam is a material composed of a polymer called polystyrene. All Styrofoam products are 100% recyclable, as are all plastics. The graph shows the amount of styrofoam, in tons, that was recycled in Brazil in the years 2007, 2008 and 2009. Consider that the increase in the amount of styrofoam recycled from 2008 to 2009 is repeated year by year from 2009 to 2013 and , thereafter, the total amount recycled annually remains unchanged for a period of 10 years. What is the expected amount of styrofoam to be recycled, in tons, for the year 2020? Available at: www.plastivida.org.br. Accessed on: 31 Jul. 2012 (adapted). ## A ## B ## C ## D ## E 21 840 21 600 13 440 13 200 9 800",24
2020,Mathematics and its Technologies,MT,BLUE,695,155,"The graph shows the evolution of the growth of a given tree, planted from a seedling 1 meter high. In this evolution, the height of the tree, in meters, is described as a function of time, measured in years. In the period of 1 year, counting from the moment the tree was two and a half years old, the variation in height of this tree, in meters, had a value between ## A ## B ## C ## D # # And 0.55 and 0.65. 0.65 and 0.75. 1.05 and 1.15. 1.25 and 1.35. 1.45 and 1.55.",20
2020,Mathematics and its Technologies,MT,BLUE,695,156,"lottery house offers five game options. In each option, the bettor chooses a group of K different numbers on a card that contains a total of N available numbers, thus generating a total of C possible combinations to mark the card. The card that presents the K drawn numbers wins the prize. The values of these games vary from R$ 1.00 to R$ 2.00, as described in the table. A gambler has R$ 2.00 to spend on one of the five game options available. According to the amount available to be spent, the game that offers the bettor the greatest probability of winning a prize is ## A ## B ## C ## D ## E ## I. ## II. ## III. ## IV. ## v.",29
2020,Mathematics and its Technologies,MT,BLUE,695,157,"The graph shows the beginning of the trajectory of a robot that starts from point A (2 ; 0), moving upwards or to the right, with a velocity of one unit of length per second, in the Cartesian plane. The graphic exemplifies a trajectory of this robot, during 6 seconds. Assuming that this robot continues along the same trajectory, what will be its coordinates after 18 seconds of walking, counting the time from point A? ## A ## B ## C ## D ## E (0 ; 18) (18 ; 2) (18 ; 0) (14 ; 6) (6 ; 14)",6
2020,Mathematics and its Technologies,MT,BLUE,695,158,"According to recent surveys, the life expectancy of Brazilians rose from 74.6 years in 2012 to 74.9 years in 2015. Among the possible factors for this increase are the improvement of the health system, the increase in income family and the practice of physical exercises. To make this news of the increase in life expectancy of Brazilians more expressive, this increase was converted to the number of days. Consider that for this conversion the number of days in each month was fixed at 30. Based on the information, what calculation corresponded to this conversion? ## A ## B ## C ## D ## E",10
2020,Mathematics and its Technologies,MT,BLUE,695,159,pedagogical game consists of cards with a fraction printed on one side. Each player receives four cards and wins the one who first manages to sort their cards in ascending order by the respective printed fractions. The winner was the student who received the cards with the fractions: and . The order that this student presented was ## A ## B ## C ## D ## E,1
2020,Mathematics and its Technologies,MT,BLUE,695,160,"According to a veterinarian's recommendation, a small dog, in the first two months of life, should be fed daily with 50 g of supplement and bathed four times a month. The owner of a small dog, following the veterinarian's instructions, used the products/services of a certain pet shop in the first month, where the prices are shown in the table. In the following month, the manufacturer readjusted the price of the supplement, which, in this pet shop, now costs R$ 9.00 each 500 g package. In order to maintain the same monthly expense for the dog's owner, the pet shop manager decided to reduce the unit price of the bath. For calculation purposes, consider a 30-day trading month. Available at: http://carodinheiro.blogfolha.uol.com.br. Accessed on: 20 Jan. 2015 (adapted). Under these conditions, the unit value of the bath, in reais, became ## A ## B ## C ## D ## E 27.00. 29.00. 29.25. 29.50. 29.75.",5
2020,Mathematics and its Technologies,MT,BLUE,695,161,"The Basic Education Development Index (Ideb), created to measure the quality of learning in basic education in Brazil, is calculated every two years. In its calculation, two indicators are combined: learning and school flow, obtained from the School Census and official assessments promoted by Inep. The Ideb of a school in a given school grade can be calculated by the expression in which N is the average proficiency in Portuguese and mathematics, obtained from the Basic Education Assessment System (Saeb), and ranging from 0 to 10. indicator P, which varies from 0 to 1, in turn, refers to the school flow, as it considers the institution's pass and fail rates, being calculated by where T is the average time students stay in the grade. Available at: www.inep.gov.br. Accessed on: 2 Aug. 2012. A school presented in the 9th grade of elementary school, in 2017, an Ideb different from the one it had presented in the same grade in 2015, as the average time of permanence of students in the 9th grade decreased by 2%, while the average language proficiency Portuguese and Mathematics, in that grade, increased by 2%. Thus, the Ideb of the 9th year of elementary education at this school in 2017, compared to that calculated in 2015, ## A ## B ## C ## D ## E remained unchanged, as the increase and decrease of 2% in the two parameters cancel each other out. increased by 4%, as the 2% increase in average proficiency adds to the 2% decrease in the average length of stay of students in the grade. decreased by 4.04%, since both the 2% decrease in the average time students stay in the grade and the 2% increase in average proficiency imply two consecutive 2% decreases in the Ideb value. increased by 4.04%, since both the 2% decrease in the average time students remain in the grade and the 2% increase in the average proficiency imply two consecutive increases of 2% in the Ideb value. increased by 4.08%, as there was a 2% increase in a parameter that is directly proportional and a 2% decrease in a parameter that is inversely proportional to the Ideb.",17
2020,Mathematics and its Technologies,MT,BLUE,695,162,"farmer knows that the soybean harvest will be completed in 120 days if he uses, for 10 hours a day, 20 machines of an old model, which harvest 2 hectares per hour. With the objective of reducing the harvesting time, this farmer opted to use machines of a new model, which operate 12 hours a day and harvest 4 hectares per hour. How many machines of the new model does he need to buy so that he can harvest the crop in 100 days? ## A ## B ## C ## D ## E 7 10 15 40 58",18
2020,Mathematics and its Technologies,MT,BLUE,695,163,"In one country, traffic violations are classified according to their severity. Light and medium infractions add, respectively, 3 and 4 points to the offender's driver's license, in addition to fines to be paid. A driver committed 5 traffic violations. As a result, he had 17 points added to his driving license. What is the ratio of the number of light-type violations to the number of medium-type violations committed by this driver? ## A ## B ## C ## D ## E",21
2020,Mathematics and its Technologies,MT,BLUE,695,164,"In one year, a city hall presented the report of public expenditures carried out by the municipality. The document shows that 72 thousand reais were spent in January (month 1), that the highest monthly expenditure occurred in August (month 8) and that the city hall spent 105 thousand reais in December (month 12). The curve that models these expenses is the parabola y = T(x), with x being the number corresponding to the month and T(x), in thousands of reais. The expression of the function whose graph is that of the described parabola is ## A ## B ## C ## D ## E",19
2020,Mathematics and its Technologies,MT,BLUE,695,165,"carpenter visited 5 lumber mills to buy boards that would allow him to build 5 rectangular shelves, with dimensions equal to 30 cm wide by 120 cm long each, with the objective of minimizing the excess of wood, being able, for this purpose, to make any type of wood. of amendment. The dimensions of the boards found in the lumber yards are described in the table. In which lumber company should the carpenter buy the boards to reach his goal? ## A ## B ## C ## D ## E ## I ## II ## III ## IV ## V",9
2020,Mathematics and its Technologies,MT,BLUE,695,166,"## “1, 2, 3, GOL, 5, 6, 7, GOL, 9, 10, 11, GOL, 13, GOL, 15, GOL, 17, 18, 19, GOL, 21, 22, 23, # # GOL, 25, ...” For the 2014 Football World Cup, a bar where friends gathered to watch the games created a joke. One of those present was chosen and had to say, in a sequence in ascending order, the non-zero natural numbers, replacing the multiples of 4 and numbers ending in 4 with the word GOL. The game ended when the participant missed a term in the sequence. One of the participants was able to speak up to the number 103, respecting the rules of the game. The total number of times this participant said the word GOL was ## A ## B ## C ## D ## E 20. 28. 30. 35. 40.",2
2020,Mathematics and its Technologies,MT,BLUE,695,167,"In the last election for the presidency of a club, two slates entered (I and II). There are two types of members: equity and contributors. Votes from equity partners have a weight of 0.6 and votes from contributing partners have a weight of 0.4. Slate I received 850 votes from equity members and 4,300 from contributing members; slate II received 1,300 votes from equity members and 2,120 from contributing members. There were no abstentions, blank or null votes, and ticket I was the winner. There will be a new election for the club presidency, with the same number and types of members, and the same slates as the previous election. A consultation carried out by slate II showed that the patrimonial partners will not change their votes, and that it can count on the votes of the contributing partners of the last election. Thus, for it to win, it will be necessary to campaign with the contributing members with the objective of changing their votes to ticket II. The smallest number of contributing members who need to change their vote from slate I to slate II for this to be the winner is ## A ## B ## C ## D ## E 449. 753. 866. 941. 1 091.",23
2020,Mathematics and its Technologies,MT,BLUE,695,168,"micro-enterprise specialized in producing a type of personalized keychain for gifts. The production cost of each unit is R$ 0.42 and they are sold in packages with 400 keyrings, which are sold for R$ 280.00. In addition, this company has a fixed monthly cost of R$ 12,800.00 that does not depend on the number of keychains produced. What is the minimum number of keychain packages that must be sold monthly so that this micro-enterprise does not have a loss in the month? ## A ## B ## C ## D ## E 26 46 109 114 115",3
2020,Mathematics and its Technologies,MT,BLUE,695,169,"An investor wants to invest R$ 10,000.00 during a month in one of the investment funds of a bank. The bank's investment agent presented two types of financial investments: the Basic investment and the Personal investment, whose income information and monthly administrative fee discounts are presented in the table. Considering income and administrative fees, which application will provide the highest net income value to this investor and what will that value be? ## A ## B ## C ## D ## E Basic, with a net income of R$ 53.90. Basic, with a net income of R$ 54.50. Personal, with net income of R$ 56.00. Personal, with net income of R$ 58.12. Guys, with net income of R$ 59.80.",4
2020,Mathematics and its Technologies,MT,BLUE,695,170,"For many years, Brazil has been on the world stage among the largest producers and exporters of soy. Between 2010 and 2014, there was a strong tendency to increase productivity, however, one aspect hindered this advance: the high cost of the tax to the producer associated with the low selling price of the product. On average, a producer spent R$ 1,200.00 per hectare planted, and sold for R$ 50.00 each 60 kg bag. Aware of these values, a producer can, in a given year, determine a ratio of the profit L that he obtained as a function of the 60 kg bags sold. Suppose he planted 10 hectares of soybeans on his property, where he harvested x bags of 60 kg and all bags were sold. Available at: www.cnpso.embrapa.br. Accessed on: 27 Feb. 2012 (adapted). What is the expression that determined the profit L as a function of x obtained by this producer in that year? ## A ## B ## C ## D ## EL(x) = 50x – 1 200 L(x) = 50x – 12 000 L(x) = 50x + 12 000 L(x) = 500x – 1 200 L(x) = 1 200x – 500",19
2020,Mathematics and its Technologies,MT,BLUE,695,171,"The time taken by three students to solve the same math exercise were: 3.25 minutes; 3.4 minutes and 191 seconds. The extra time spent, in seconds, by the student who last completed the resolution of the exercise, in relation to the first one who finished it, was equal to ## A ## B ## C ## D ## E 13. 14. 15. 21. 29.",12
2020,Mathematics and its Technologies,MT,BLUE,695,172,"chocolate company consulted the production manager and found that there are five different types of chocolate bars that can be produced, with the following market prices: • Bar I: R$ 2.00; • Bar II: BRL 3.50; • Bar III: BRL 4.00; • Bar IV: BRL 7.00; • Bar V: BRL 8.00. Analyzing market trends, which include quantity sold and consumer demand, the company's sales manager found that the profit L from selling chocolate bars is expressed by the function L(x) = – x2 + 14x – 45 , where x represents the price of the chocolate bar. The company decides to invest in the manufacture of the chocolate bar whose market price will yield the highest profit. Under these conditions, the company should invest in the production of bar ## A ## B ## C ## D ## E ## I. ## II. ## III. ## IV. ## v.",22
2020,Mathematics and its Technologies,MT,BLUE,695,173,"The figure illustrates the top view of a roundabout toy in an amusement park, in which the continuous line, in a circular shape with O as its center, indicates the seat where the children are positioned on the toy. Point P indicates the position occupied by a child, at an instant of time T, when the toy is rotating continuously counterclockwise (with fixed O), and constant speed for several revolutions. The toy is located close to two vertical walls perpendicular to each other. Let D be the distance from P to wall I. The graph that best represents, as a function of time t from instant T, the distance D is ## D ## E ## A ## B ## C",6
2020,Mathematics and its Technologies,MT,BLUE,695,174,"One cell phone model offers the option of unlocking the screen using a tap pattern as a password. The touches can be made freely in the 4 numbered regions of the screen, and the user can choose between 3, 4 or 5 touches in all. Which expression represents the total number of existing codes? ## A ## B ## C ## D ## E",2
2020,Mathematics and its Technologies,MT,BLUE,695,175,"An investor intends to invest R$ 100,000.00 in the financial market. For that, he researched five different investments, measuring the monthly income, in real, of each one of them. To decide where to invest your money, you also considered the monthly incidence of Income Tax (IR) on the respective income. He evaluated that the greatest financial return will come from investing in a single investment: one in which the difference between the monthly income and the tax levied on it is the greatest possible. The data collected by the investor on income and tax related to the investment are shown below. The investor decided to invest in investment ## A ## B ## C ## D ## E ## I. ## II. ## III. ## IV. ## v.",26
2020,Mathematics and its Technologies,MT,BLUE,695,176,"Three people, X, Y and Z, bought ornamental plants of the same species that will be grown in pots of different sizes. The vessel chosen by person X has a capacity of 4 dm3. Person Y's vase has a capacity of 7,000 cm3 and Z's has a capacity of 20 L. After some time after planting the seedlings, a botanist who monitors their development carried out some measurements and recorded that the plant in the vase of person X is 0.6 m tall. The plants that are in the vases of Y and Z have, respectively, heights measuring 120 cm and 900 mm. The vase with the largest capacity and the tallest plant are, respectively, those of ## A ## B ## C ## D ## EY and X. Y and Z. Z and X. Z and Y. Z and Z .",10
2020,Mathematics and its Technologies,MT,BLUE,695,177,"The management of an electronics store organized the sales data (quantity and unit price) of cell phones, printers and notebooks for one year on a chart. For the following year, it wants to collect 10% more than what was collected in the previous year, selling the same quantities of each of these three products, but only adjusting the price of the notebook. The sale price to be established for a notebook, for the following year, in reais, must be equal to ## A ## B ## C ## D ## E 975.00. 990.00. 1 040.00. 1,065.00. 1540.00.",5
2020,Mathematics and its Technologies,MT,BLUE,695,178,"gambler must choose one of five coins at random and throw it on a table, trying to guess which result (heads or tails) will come out on the top side of the coin. Suppose the five coins he can choose are different: • two of them have “heads” on both sides; • one of them has a “crown” on both sides; • two of them are normal (heads on one side and tails on the other). In this game, what is the probability that the gambler gets a ""heads"" on the upside of the coin tossed by him? ## A ## B ## C ## D ## E",28
2020,Mathematics and its Technologies,MT,BLUE,695,179,"farmer has a cistern with a capacity of 10,000 liters to collect rainwater. He decided to expand the rainwater catchment area and consulted an engineer who gave him the following explanation: “In this region, the average annual rainfall is 400 millimeters. As the rainwater catchment area of your house is a rectangle 3 m wide by 7 m long, I suggest you increase this area so that, in one year, with this rainfall, you can fill the cistern, it being initially empty”. It is known that the rainfall index of one millimeter corresponds to one liter of water per square meter. Assume that rainfall forecasts are met and that there is no loss, by any means, in water storage. By how many square meters, at least, must the farmer increase the catchment area to fill the cistern in one year? ## A ## B ## C ## D ## E 1.6 2.0 4.0 15.0 25.0",14
2020,Mathematics and its Technologies,MT,BLUE,695,180,"In the design of a new machine, an engineer commissioned a lathe operator to manufacture a part, obtained from cutting a cube, as illustrated in the figure. For this, the turner provided, along with the three-dimensional drawing of the part, its front, side and top views, from the positions indicated in the figure. To facilitate the work of the turner, the edges of the cuts that are hidden in the three views must be represented by dashed segments, when applicable.  The front, side and top views that best represent the design delivered to the turner are ## A ## B ## C ## D ## E",7
